title,artist,lyrics,audio_path,genius_url,preview_url,lastfm_tags,vibe,fetch_errors,sources,spotify_id,kaggle_track_name,kaggle_artist,album,valence,energy,tempo,danceability,acousticness,instrumentalness,speechiness,liveness,key,mode,label_source
On the Low,Burna Boy,"It's Kel P vibes
Yeah, yeah
Kpokpotikpo kpo kpo kpo
Baby your love dey high me like choko
Kpokpotikpo kpo kpo kpo
Baby your love dey high me like choko, yeah
Kpokpotikpo kpo kpo kpo
Baby your love dey high me like choko (Baby, I’m riding)
Kpokpotikpo kpo kpo kpo (Fighting, yeah)

Angeli, Angelina, you dey cool my temperature
If you call, I go come deliver
I no go fall e your hand, never
Say na me you go love forever
Omo, khaki no fit be leather
Oh my Angeli, Angelina
Oh my Angeli, Angelina

Oh mi o da oh
Anytime wey I see you for the club, I dey television your body
Shey you no know say the thing wey you carry fit kill somebody
You know I feel a vibe, you feel a vibe, so baby whine it 'pon me (ye!)
And I know you shy, but it's cool when we’re making love

On the low
On the low
On the low
On the low
On the low
On the low (Baby, I'm riding)
On the low (Fighting, yeah)
On the low

Angeli, Angelina, you dey cool my temperature
If you call, I go come deliver
I no go fall e your hand, never
Say na me you go love forever
Omo, khaki no fit be leather
Oh my Angeli, Angelina
Oh my Angeli, Angelina

Oh no
Shey when I wan dey comot, make I signal you
Why you want to dey question me like an interview
I'm tryna put the ring on your finger too
And be a better guy guy
Be a better guy guy

On the low
On the low
On the low
On the low
On the low
On the low (Baby, I'm riding)
On the low (Fighting, yeah)
On the low

Angeli, Angelina, (Ah, baby) you dey cool my temperature (Ah, baby)
If you call, I go come deliver (Oh, baby)
I no go fall e your hand, never (Ah, baby)
Say na me you go love forever (Ah, baby)
Omo, khaki no fit be leather (Ah, baby)
Oh my Angeli, Angelina (Ah, baby)
Oh my Angeli, Angelina (Ah, baby)
Jesu!",,https://genius.com/Burna-boy-on-the-low-lyrics,,,uplifting,Spotify: 429 Client Error: Too Many Requests for url: https://api.spotify.com/v1/search?q=track%3AOn+the+Low+artist%3ABurna+Boy&type=track&limit=5,genius,1PoJXULCvl03b1fiZmMxmd,On The Low,Burna Boy,African Giant,0.937,0.781,99.95,0.816,0.692,0.00935,0.0425,0.0835,1.0,0.0,kaggle
Set Fire to the Rain,Adele,"I let it fall, my heart
And as it fell, you rose to claim it
It was dark, and I was over
Until you kissed my lips and you saved me
My hands, they were strong
But my knees were far too weak
To stand in your arms
Without falling to your feet

But there's a side to you
That I never knew, never knew
All the things you'd say
They were never true, never true
And the games you'd play
You would always win, always win

But I set fire to the rain
Watched it pour as I touched your face
Well, it burned while I cried
'Cause I heard it screamin' out your name
Your name

When I lay with you
I could stay there, close my eyes
Feel you here forever
You and me together, nothing is better

'Cause there's a side to you
That I never knew, never knew
All the things you'd say
They were never true, never true
And the games you'd play
You would always win, always win

But I set fire to the rain
Watched it pour as I touched your face
Well, it burned while I cried
'Cause I heard it screamin' out your name
Your name
I set fire to the rain
And I threw us into the flames
When we fell, somethin' died
'Cause I knew that that was the last time
The last time

Sometimes, I wake up by the door
That heart you caught must be waitin' for you
Even now, when we're already over
I can't help myself from lookin' for you

I set fire to the rain
Watched it pour as I touched your face
Well, it burned while I cried
'Cause I heard it screamin' out your name
Your name
I set fire to the rain
And I threw us into the flames
When we fell, somethin' died
'Cause I knew that that was the last time
The last time

Oh
Oh, no
Let it burn
Oh
Let it burn
Let it burn",,https://genius.com/Adele-set-fire-to-the-rain-lyrics,,,aggressive,Spotify: 429 Client Error: Too Many Requests for url: https://api.spotify.com/v1/search?q=track%3ASet+Fire+to+the+Rain+artist%3AAdele&type=track&limit=5,genius,5PKWUDfQFtc5qqo8cs1gQp,Set Fire to the Rain,Adele,21,0.445,0.67,107.995,0.603,0.00408,1.66e-06,0.0249,0.112,2.0,0.0,kaggle
Get Lucky,Daft Punk,"Like the legend of the phoenix, huh
All ends with beginnings
What keeps the planet spinnin', ah-ah
The force from the beginnin'
Huh, look

We've come too far
To give up who we are
So let's raise the bar
And our cups to the stars

She's up all night to the sun
I'm up all night to get some
She's up all night for good fun
I'm up all night to get lucky
We're up all night to the sun
We're up all night to get some
We're up all night for good fun
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky

The present has no ribbon
Your gift keeps on giving
What is this I'm feelin'?
If you wanna leave, I'm with it, ah-ah

We've come too far
To give up who we are
So let's raise the bar
And our cups to the stars

She's up all night to the sun
I'm up all night to get some
She's up all night for good fun
I'm up all night to get lucky
We're up all night to the sun
We're up all night to get some
We're up all night for good fun
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky

She's up all night to the sun
I'm up all night to get some
She's up all night for good fun
I'm up all night to get lucky
We're up all night to the sun
We're up all night to get some
We're up all night for good fun
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky

She's up all night to the sun
I'm up all night to get some
She's up all night for good fun
I'm up all night to get lucky
We're up all night to the sun
We're up all night to get some
We're up all night for good fun
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky

We're up all night to get
We're up all night to get
We're up all night to get
We're up all night to get
We're up all night to get
We're up all night to get
We're up all night to get
We're up all night to get
We're up all night to get back together
We're up all night to get (Let's get funked again)
We're up all night to get (Funky)
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky

We've come too far
To give up who we are
So let's raise the bar
And our cups to the stars

She's up all night to the sun
I'm up all night to get some
She's up all night for good fun
I'm up all night to get lucky
We're up all night to the sun
We're up all night to get some
We're up all night for good fun
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky

We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky",,https://genius.com/Daft-punk-get-lucky-lyrics,,,uplifting,Spotify: 429 Client Error: Too Many Requests for url: https://api.spotify.com/v1/search?q=track%3AGet+Lucky+artist%3ADaft+Punk&type=track&limit=5,genius,69kOkLUCkxIZYexIgSG8rq,Get Lucky,Daft Punk,Random Access Memories,0.863,0.793,116.049,0.81,0.0378,1.82e-06,0.0403,0.072,6.0,0.0,kaggle
The Nights,Avicii,"(Hey)

Once upon a younger year
When all our shadows disappeared
The animals inside came out to play
(Hey) Went face to face with all our fears
Learned our lessons through the tears
Made memories we knew would never fade

One day my father he told me
""Son, don't let it slip away""
He took me in his arms, I heard him say (Hey)
""When you get older
Your wild heart will live for younger days
Think of me if ever you're afraid""

He said, ""One day you'll leave this world behind
So live a life you will remember""
My father told me when I was just a child
""These are the nights that never die""
My father told me

(Hey, hey)
(Hey, hey)
(Hey, hey)

(Hey, hey)
(Hey, hey)
(Hey, hey)
(Hey, hey)

When thunderclouds start pouring down
Light a fire they can't put out
Carve your name into those shining stars
He said, ""Go venture far beyond the shores
Don't forsake this life of yours
I'll guide you home no matter where you are""

One day my father, he told me
""Son, don't let it slip away""
When I was just a kid, I heard him say
""When you get older
Your wild heart will live for younger days
Think of me if ever you're afraid""

He said, ""One day you'll leave this world behind
So live a life you will remember""
My father told me when I was just a child
""These are the nights that never die""
My father told me

(Hey, hey)
(Hey, hey)
(Hey, hey)
""These are the nights that never die""
My father told me

(Hey, hey)
(Hey, hey)
(Ooh-woah, oh-oh-oh-oh-oh-oh, oh-oh)
(Hey, hey)
(Hey)
(Hey, hey)
(Hey, hey)
(Ooh-woah, oh-oh-oh-oh-oh-oh, oh-oh)
(Hey, hey)

My father told me",,https://genius.com/Avicii-the-nights-lyrics,,,energetic,Spotify: 429 Client Error: Too Many Requests for url: https://api.spotify.com/v1/search?q=track%3AThe+Nights+artist%3AAvicii&type=track&limit=5,genius,0ct6r3EGTcMLPtrXHDvVjc,The Nights,Avicii,The Days / Nights,0.654,0.835,125.983,0.527,0.0166,0.0,0.0433,0.249,6.0,1.0,kaggle
Harder Better Faster Stronger,Daft Punk,"Work it, make it
Do it, makes us
Harder, better
Faster, stronger
More than, hour
Hour, never
Ever, after
Work is, over
Work it, make it
Do it, makes us
Harder, better
Faster, stronger

Work it harder, make it better
Do it faster, makes us stronger
More than ever, hour after hour
Work is never over
Work it harder, make it better
Do it faster, makes us stronger
More than ever, hour after hour
Work is never over
Work it harder, make it better
Do it faster, makes us stronger
More than ever, hour after hour
Work is never over
Work it harder, make it better
Do it faster, makes us stronger
More than ever, hour after hour
Work is never over
Work it harder, make it better
Do it faster, makes us stronger
More than ever, hour after hour
Work is never over
Work it harder, make it better
Do it faster, makes us
More than ever, hour after hour
Work is never over
Work it harder, make it better
Do it faster, makes us stronger
More than ever, hour after hour
Work is never over

Work it harder, make it
Do it faster, makes us
More than ever, hour after hour
Work is never over
Work it harder, make it better
Do it faster, makes us stronger
More than ever, hour after hour
Work is never over
Work it, make it better
Do it faster, makes us stronger
More than ever, hour after hour
Work is never over
Work it harder, make it better
Do it faster, makes us stronger
More than ever, hour after hour
Work is never over
Work it harder, make it better
Do it faster, makes us stronger
More than ever, hour after hour
Work is never over

Work it harder
Do it faster
More than ever, hour
Work is never over
Work it harder, make it better
Do it faster, makes us stronger
More than ever, hour after hour
Work is never over",,https://genius.com/Daft-punk-harder-better-faster-stronger-lyrics,,,uplifting,Spotify: 429 Client Error: Too Many Requests for url: https://api.spotify.com/v1/search?q=track%3AHarder+Better+Faster+Stronger+artist%3ADaft+Punk&type=track&limit=5,genius,5W3cjX2J3tjhG8zb6u0qHn,"Harder, Better, Faster, Stronger",Daft Punk,Discovery,0.692,0.716,123.475,0.817,0.0427,0.00263,0.144,0.358,6.0,0.0,kaggle
EARFQUAKE,"Tyler, The Creator","For real, for real this time
For real, for real, for real this time
Bitch, I cannot fall short
For real, for real, for real this time (Uh, yeah)
For real, for real, for real this time

'Cause you make my earth quake
Oh, you make my earth quake
Riding around, your love be shakin’ me up
And it's making my heart break
'Cause you make my earth quake (Earthquake, ooh)
Oh, you make my earth quake
Riding around, your love be shakin’ me up
And it's making my heart break

Don't leave, it's my fault
Don't leave, it's my fault
Don't leave, it's my fault (Girl)
’Cause when it all comes crashing down, I’ll need you

'Cause you make my earth quake
Oh, you make my earth quake
Riding around, you’re telling me something is bad
And it's making my heart break
'Cause you make my earth quake
Oh, you make my earth quake (
Earthquake, yeah
)
Riding around, your love be shakin' me up
And it’s making my heart break (
You already know
)

We ain't gotta ball, D-Rose, huh
I don't give a fuck 'bout nothin', huh
Breathin' like fuck my lungs, huh
Just might call my lawyer, huh
Plug gon' set me up, huh (Yeah)
Bitch, don't set me up (Okay)
I'm with Tyler, yeah (Slime)
He ride like the car, huh
And she wicked, huh, yeah
Like Woah Vicky, huh, yeah (Like Woah Vicky)
Oh my God, hold up, um
These diamonds not Tiffany, huh, yeah (Woah, woah)
So in love (I been so in love)
So in love (I been so in love)

Don't leave, it's my fault (Fault)
Don't leave, it's my fault
Don't leave, it's my fault (Igor, ayy)
'Cause when it all comes crashing down, I'll need you (Ayy, ayy)
[Bridge: Tyler, The Creator & 
Charlie Wilson
]
'Cause you make my earth quake
I don't want no confrontation, no
And you don't want my conversation (
I don't want no conversation
)
I just need some confirmation on how you feel, for real (
For real
)
You don't want no complication, no
I don't want no side information (I don't want no side information)
I just need to know what's happening 'cause I'm for real (For real)

I said don't leave, it's my fault (One)
I said don't leave, it's my fault (Two, two)
Don't leave, it's, it's my fault, girl (Three, three, three)
Don't, do-do-do-do-do, I'll need—",,https://genius.com/Tyler-the-creator-earfquake-lyrics,,,melancholic,Spotify: 429 Client Error: Too Many Requests for url: https://api.spotify.com/v1/search?q=track%3AEARFQUAKE+artist%3ATyler%2C+The+Creator&type=track&limit=5,genius,5hVghJ4KaYES3BFUATCYn0,EARFQUAKE,"Tyler, The Creator",IGOR,0.413,0.498,79.635,0.554,0.23,5.98e-06,0.0685,0.795,9.0,1.0,kaggle
Conga,Miami Sound Machine,"Come on, shake your body, baby, do the Conga
I know you can't control yourself any longer
Come on, shake your body, baby, do the Conga
I know you can't control yourself any longer

Come on, shake your body, baby, do the Conga
I know you can't control yourself any longer
Feel the rhythm of the music getting stronger
Don't you fight it 'til you've tried it, do the Conga beat

Everybody, gather 'round now
Let your body feel the heat
Don't you worry if you can't dance
Let the music move your feet
It's the rhythm of the island
And like sugarcane so sweet
If you want to do the Conga
You've got to listen to the beat

Come on, shake your body, baby, do the Conga
I know you can't control yourself any longer
Feel the rhythm of the music getting stronger
Don't you fight it 'til you've tried it, do the Conga beat

Feel the fire of desire
As you dance the night away
'Cause tonight we're gonna party
'Til we see the break of day
Better get yourself together
And hold on to what you've got
Once the music hits your system
There's no way you're gonna stop


Come on, shake your body, baby, do the Conga
I know you can't control yourself any longer
Feel the rhythm of the music getting stronger
Don't you fight it 'til you've tried it, do the Conga beat


Come on, shake your body, baby, do the Conga
I know you can't control yourself any longer
Feel the rhythm of the music getting stronger
Don't you fight it 'til you've tried it, do the Conga
Come on, shake your body, baby, do the Conga
I know you can't control yourself any longer
Feel the rhythm of the music getting stronger
Don't you fight it 'til you've tried it, do the Conga beat

Come on, shake your body, baby, do the Conga",,https://genius.com/Miami-sound-machine-conga-lyrics,,,happy,Spotify: 429 Client Error: Too Many Requests for url: https://api.spotify.com/v1/search?q=track%3AConga+artist%3AMiami+Sound+Machine&type=track&limit=5,genius,3FdHgoJbH3DXNtGLh56pFu,Conga,Miami Sound Machine,Primitive Love,0.865,0.655,122.236,0.789,0.167,0.0409,0.0474,0.0311,2.0,1.0,kaggle
The Less I Know the Better,Tame Impala,"Someone said they left together
I ran out the door to get her
She was holding hands with Trevor
Not the greatest feeling ever
Said, ""Pull yourself together
You should try your luck with Heather""
Then I heard they slept together
Oh, the less I know the better
The less I know the better

Oh, my love, can't you see yourself by my side?
No surprise, leanin' on his shoulder like every night
Oh, my love, can't you see that you're on my mind?
Don't suppose you could convince your lover to change his mind
So goodbye

She said, ""It's not now or never
Wait ten years, we'll be together""
I said, ""Better late than never
Just don't make me wait forever""
Don't make me wait forever
Don't make me wait forever

Oh, my love, can't you see yourself by my side?
I don't suppose you could convince your lover to change his mind

I was doing fine without ya
'Til I saw your face, now I can't erase
Givin' in to all his bullshit
Is this what you want? Is this who you are?
I was doing fine without ya
'Til I saw your eyes turn away from mine
Oh, sweet darling, where he wants ya

So, come on, Superman, say your stupid line
So, come on, Superman, say your stupid line
So, come on, Superman, say your stupid line",,https://genius.com/Tame-impala-the-less-i-know-the-better-lyrics,,,uplifting,Spotify: 429 Client Error: Too Many Requests for url: https://api.spotify.com/v1/search?q=track%3AThe+Less+I+Know+the+Better+artist%3ATame+Impala&type=track&limit=5,genius,4g3Ax56IslQkI6XVfYKVc5,The Less I Know The Better,Tame Impala,Currents,0.744,0.755,116.883,0.64,0.0138,0.0208,0.0287,0.12,1.0,0.0,kaggle
Uptown Funk,Mark Ronson,"Doh
Doh-doh-doh, doh-doh-doh, doh-doh
Doh-doh-doh, doh-doh-doh, doh-doh
Doh-doh-doh, doh-doh-doh, doh-doh
Doh-doh-doh, doh-doh (Aw, ow)

This hit, that ice cold
Michelle Pfeiffer, that white gold
This one for them hood girls
Them good girls, straight masterpieces
Stylin', wilin', livin' it up in the city
Got Chucks on with Saint Laurent
Gotta kiss myself, I'm so pretty

I'm too hot (Hot damn)
(
Doh
)
Uh, call the police and the fireman
(
Doh-doh-doh, doh-doh-doh, doh-doh
)
I'm too hot (Hot damn)
(
Doh-doh-doh, doh-doh-doh, doh-doh
)
Make a dragon wanna retire, man
I'm too hot (Hot damn)
(Doh-doh-doh, doh-doh-doh, doh-doh)
Say my name, you know who I am
I'm too hot (Hot damn)
(Doh-doh-doh, doh-doh, doh, doh)
And my band 'bout that money, break it down

Girls hit your hallelujah (Woo)
Girls hit your hallelujah (Woo)
Girls hit your hallelujah (Woo)
'Cause uptown funk gon' give it to you (Woo)
('Cause uptown funk gon' give it to you)
'Cause uptown funk gon' give it to you
Saturday night and we in the spot
Don't believe me, just watch, come on

Doh
Doh-doh-doh, doh-doh-doh, doh-doh
 (
Ya
)
(
Doh-doh-doh, doh-doh-doh, doh-doh
)
Don't believe me, just watch, uh
Doh-doh-doh, doh-doh-doh, doh-doh
 (
Ya
)
(
Doh-doh-doh, doh-doh—
)
Don't believe me, just watch, uh
Don't believe me, just watch, uh
Don't believe me, just watch
Don't believe me, just watch
Hey, hey, hey, oh

Stop, wait a minute
Fill my cup, put some liquor in it
Take a sip, sign the check
Julio, get the stretch
Ride to Harlem, Hollywood, Jackson, Mississippi
If we show up, we gon' show out
Smoother than a fresh jar of Skippy

I'm too hot (Hot damn)
(
Doh
)
Call the police and the fireman
(
Doh-doh-doh, doh-doh-doh, doh-doh
)
I'm too hot (Hot damn)
(
Doh-doh-doh, doh-doh-doh, doh-doh
)
Make a dragon wanna retire, man
I'm too hot (Too hot, hot damn, hot damn)
(Doh-doh-doh, doh-doh-doh, doh-doh)
Bitch, say my name, you know who I am
I'm too hot (Hot damn)
(Doh-doh-doh, doh-doh, doh, doh)
Uh, and my band 'bout that money, break it down

Girls hit your hallelujah (Woo)
Girls hit your hallelujah (Woo)
Girls hit your hallelujah (Woo)
'Cause uptown funk gon' give it to you (Woo)
('Cause uptown funk gon' give it to you)
'Cause uptown funk gon' give it to you
Saturday night and we in the spot
Don't believe me, just watch, come on

Doh
Doh-doh-doh, doh-doh-doh, doh-doh
 (
Ya
)
(
Doh-doh-doh, doh-doh-doh, doh-doh
)
Don't believe me, just watch, uh
Doh-doh-doh, doh-doh-doh, doh-doh
 (
Ya
)
(
Doh-doh-doh, doh-doh—
)
Don't believe me, just watch, uh
Don't believe me, just watch, uh
Don't believe me, just watch
Don't believe me, just watch
Hey, hey, hey, oh

(Doh)
(Doh-doh-doh, doh-doh-doh, doh-doh)
Before we leave
(
Doh-doh-doh, doh-doh-doh, doh-doh
)
Lemme tell y'all a lil' something
Uptown funk you up, uptown funk you up
(
Doh-doh-doh, doh-doh-doh, doh-doh
)
Uptown funk you up, uptown funk you up, uh
(
Doh-doh-doh, doh-doh-doh, doh-doh
)
I said, uptown funk you up, uptown funk you up, uh
(
Doh-doh-doh, doh-doh-doh, doh-doh
)
Uptown funk you up, uptown funk you up, come on
(
Doh-doh-doh, doh-doh, doh, doh
)
Dance, jump on it
(
Doh-doh-doh, doh-doh-doh, doh-doh
)
If you sexy, then flaunt it
If you freaky, then own it
(
Doh-doh-doh, doh-doh-doh, doh-doh
)
Don't brag about it, come show me, come on
Dance, jump on it
(
Doh-doh-doh, doh-doh-doh, doh-doh
)
If you sexy, then flaunt it
Well, it's Saturday night and we in the spot
Don't believe me, just watch, come on

Doh
Doh-doh-doh, doh-doh-doh, doh-doh
 (
Ya
)
(
Doh-doh-doh, doh-doh-doh, doh-doh
)
Don't believe me, just watch, uh
Doh-doh-doh, doh-doh-doh, doh-doh
 (
Ya
)
(
Doh-doh-doh, doh-doh—
)
Don't believe me, just watch, uh
Don't believe me, just watch, uh
Don't believe me, just watch
Don't believe me, just watch
Hey, hey, hey, oh

Uptown funk you up (Woo, come on)
(
Doh
)
Uptown funk you up (Hey, say what?)
(
Doh-doh-doh, doh-doh-doh, doh-doh
)
Uptown funk you up (Hey)
(
Doh-doh-doh, doh
)
Uptown funk you up (Come on)
(
Doh
)
Uptown funk you up (Woo, come on)
(
Doh-doh-doh, doh-doh-doh, doh-doh
)
Uptown funk you up (Hey, say what?)
Uptown funk you up (Hey)
Uptown funk you up (Come on)
(
Doh
)
Uptown funk you up (Woo, come on)
(
Doh-doh-doh, doh-doh-doh, doh-doh
)
Uptown funk you up (Hey, say what?)
Uptown funk you up (Hey)
(
Doh-doh-doh, doh
)
Uptown funk you up (Come on)
(
Doh
)
Uptown funk you up (Ah)
(
Doh-doh-doh, doh-doh-doh, doh-doh
)
Uptown funk you up (Say what?)
Uptown funk you up
Aw, ow",,https://genius.com/Mark-ronson-uptown-funk-lyrics,,,happy,Spotify: 429 Client Error: Too Many Requests for url: https://api.spotify.com/v1/search?q=track%3AUptown+Funk+artist%3AMark+Ronson&type=track&limit=5,genius,32OlwWuMpZ6b0aN2RZOeMS,Uptown Funk,Mark Ronson,Uptown Special,0.928,0.609,114.988,0.856,0.00801,8.15e-05,0.0824,0.0344,0.0,1.0,kaggle
Wake Me Up,Avicii,"Feelin' my way through the darkness
Guided by a beatin' heart
I can't tell where the journey will end
But I know where to start
They tell me I'm too young to understand
They say I'm caught up in a dream
Well, life will pass me by if I don't open up my eyes
Well, that's fine by me

So wake me up when it's all over
When I'm wiser and I'm older
All this time, I was findin' myself and I
Didn't know﻿ I was lost
So wake me up when it's all over
When I'm wiser and I'm older
All this time, I was findin' myself and I
Didn't know﻿ I was lost



I tried carryin' the weight of the world
But I only have two hands
Hope I get the chance to travel the world
But I don't have any plans
Wish that I could stay forever this young
Not afraid to close my eyes
Life's a game﻿ made for everyone
And love is the prize

So wake me up when it's all over
When I'm wiser and I'm older
All this time, I was findin' myself and I
Didn't know﻿ I was lost
So wake me up when it's all over
When I'm wiser and I'm older
All this time, I was findin' myself and I
I didn't know I was lost

I didn't know I was lost
I didn't know I was lost
I didn't know I was lost
I didn't know, I didn't know, I didn't know",,https://genius.com/Avicii-wake-me-up-lyrics,,,energetic,Spotify: 429 Client Error: Too Many Requests for url: https://api.spotify.com/v1/search?q=track%3AWake+Me+Up+artist%3AAvicii&type=track&limit=5,genius,4h8VwCb1MTGoLKueQ1WgbD,Wake Me Up,Avicii,True,0.643,0.783,124.08,0.532,0.0038,0.0012,0.0523,0.161,2.0,1.0,kaggle
